pharmacy_id,name,distance_km,price,stock,expiry_date,city,state,target_score
P940,Med Drugstore,1.72,77,188,2026-11-26,Kolkata,West Bengal,0.7296
P941,Care Medicals,0.64,28,94,2028-01-17,Chennai,Tamil Nadu,0.8938
P942,Apollo Pharmacy,1.62,96,156,2026-06-06,Ahmedabad,Gujarat,0.6768
P943,HealthPlus Drugstore,2.11,27,102,2027-05-22,Delhi,Delhi,0.865
P944,MedPlus Drugstore,3.54,56,145,2028-05-15,Ahmedabad,Gujarat,0.7423
P945,Pharma Pharmacy,0.46,55,52,2027-06-04,Hyderabad,Telangana,0.7673
P946,Pharma Chemists,0.02,34,52,2027-07-08,Chennai,Tamil Nadu,0.8403
P947,Med Medicals,0.29,82,0,2027-05-26,Chennai,Tamil Nadu,0.6281
P948,Pharma Medicals,4.61,70,175,2026-05-30,Bangalore,Karnataka,0.6729
P949,Pharma Medicals,4.14,68,101,2028-01-30,Pune,Maharashtra,0.6913
P950,Care Pharmacy,1.82,34,0,2027-03-31,Ahmedabad,Gujarat,0.7273
P951,Life Pharmacy,1.84,13,129,2027-08-17,Pune,Maharashtra,0.913
P952,Life Medicals,2.19,77,148,2026-11-18,Ahmedabad,Gujarat,0.717
P953,Life Chemists,0.39,23,81,2028-05-10,Delhi,Delhi,0.8988
P954,Care Pharmacy,4.92,46,32,2027-07-04,Kolkata,West Bengal,0.6496
P955,Med Drugstore,1.09,57,194,2028-10-29,Kolkata,West Bengal,0.8047
P956,Med Medicals,0.97,68,125,2026-10-11,Ahmedabad,Gujarat,0.7758
P957,Apollo Medicals,1.46,25,58,2028-07-26,Hyderabad,Telangana,0.8357
P958,Wellness Chemists,0.1,63,0,2027-12-06,Ahmedabad,Gujarat,0.6886
P959,Pharma Chemists,0.36,46,184,2026-08-16,Kolkata,West Bengal,0.8562
P960,MedPlus Medicals,2.68,46,43,2027-06-17,Chennai,Tamil Nadu,0.7231
P961,Apollo Medicals,0.17,87,19,2028-09-21,Mumbai,Maharashtra,0.6405
P962,Life Pharmacy,1.85,62,174,2028-01-10,Mumbai,Maharashtra,0.7698
P963,Life Medicals,0.56,10,117,2028-08-14,Ahmedabad,Gujarat,0.9559
P964,Care Pharmacy,0.99,48,167,2028-06-20,Kolkata,West Bengal,0.8336
P965,Wellness Medicals,0.68,36,164,2026-03-29,Mumbai,Maharashtra,0.8512
P966,Med Pharmacy,0.88,64,45,2028-03-01,Mumbai,Maharashtra,0.7211
P967,Apollo Medicals,2.54,37,199,2026-10-17,Mumbai,Maharashtra,0.8244
P968,Care Chemists,0.71,83,79,2026-08-31,Kolkata,West Bengal,0.7127
P969,MedPlus Drugstore,1.67,76,125,2028-02-08,Ahmedabad,Gujarat,0.7338
P970,Care Chemists,1.29,40,108,2026-12-22,Pune,Maharashtra,0.8489
P971,Med Pharmacy,2.18,26,87,2027-03-10,Delhi,Delhi,0.8498
P972,Pharma Pharmacy,5.52,56,0,2028-08-10,Hyderabad,Telangana,0.5645
P973,Wellness Medicals,2.64,69,63,2027-08-03,Bangalore,Karnataka,0.6821
P974,MedPlus Pharmacy,0.48,73,130,2026-06-17,Ahmedabad,Gujarat,0.7743
P975,Care Drugstore,0.06,55,20,2026-01-08,Mumbai,Maharashtra,0.6567
P976,Pharma Medicals,0.61,54,0,2028-04-06,Hyderabad,Telangana,0.7012
P977,Life Chemists,1.81,104,159,2027-11-05,Delhi,Delhi,0.6484
P978,HealthPlus Medicals,0.11,38,154,2026-07-11,Pune,Maharashtra,0.8862
P979,Apollo Pharmacy,1.37,58,3,2028-08-09,Ahmedabad,Gujarat,0.6731
P980,Med Chemists,1.82,62,157,2028-02-22,Hyderabad,Telangana,0.7706
P981,MedPlus Medicals,0.81,22,48,2026-01-07,Chennai,Tamil Nadu,0.7673
P982,Apollo Medicals,2.95,86,37,2028-05-16,Chennai,Tamil Nadu,0.5917
P983,MedPlus Drugstore,0.23,68,121,2026-08-01,Delhi,Delhi,0.7955
P984,Wellness Chemists,0.16,82,5,2027-04-16,Chennai,Tamil Nadu,0.6378
P985,Care Chemists,2.61,21,2,2028-05-08,Pune,Maharashtra,0.7467
P986,Pharma Drugstore,1.37,24,102,2028-08-31,Chennai,Tamil Nadu,0.8935
P987,Apollo Pharmacy,2.33,77,80,2027-06-07,Pune,Maharashtra,0.6883
P988,Pharma Pharmacy,1.14,87,165,2028-05-17,Bangalore,Karnataka,0.7159
P989,Wellness Drugstore,0.57,44,88,2028-10-10,Chennai,Tamil Nadu,0.8415
P990,Life Chemists,3.42,49,75,2028-02-13,Pune,Maharashtra,0.7346
P991,Life Chemists,3.21,44,53,2026-05-31,Ahmedabad,Gujarat,0.7273
P992,Wellness Medicals,2.37,35,155,2028-04-05,Ahmedabad,Gujarat,0.8347
P993,Care Medicals,0.64,48,12,2027-12-10,Hyderabad,Telangana,0.7329
P994,Life Medicals,1.78,53,0,2026-04-15,Kolkata,West Bengal,0.6591
P995,Med Pharmacy,0.9,91,30,2028-08-28,Hyderabad,Telangana,0.6231
P996,Life Drugstore,0.19,34,142,2026-10-11,Mumbai,Maharashtra,0.8958
P997,Apollo Chemists,4.99,93,193,2026-07-10,Mumbai,Maharashtra,0.5957
P998,Apollo Pharmacy,0.29,46,30,2027-12-16,Delhi,Delhi,0.7706
P999,Care Chemists,6.0,84,187,2026-10-17,Kolkata,West Bengal,0.595
P1000,Life Medicals,1.18,47,51,2028-04-05,Bangalore,Karnataka,0.7702
